plz;ort;bundesland;FW ja/nein?
95460;Bad Berneck im Fichtelgebirge;Bayern;keine fernwaerme
56864;Bad Bertrich;Rheinland-Pfalz;keine fernwaerme
29549;Bad Bevensen;Niedersachsen;keine fernwaerme
6647;Bad Bibra;Sachsen-Anhalt;keine fernwaerme
84364;Bad Birnbach;Bayern;keine fernwaerme
7422;Bad Blankenburg;Thüringen;fernwaerme
97708;Bad Bocklet;Bayern;fernwaerme
29389;Bad Bodenteich;Niedersachsen;keine fernwaerme
73087;Bad Boll;Baden-Württemberg;keine fernwaerme
8648;Bad Brambach;Sachsen;keine fernwaerme
24576;Bad Bramstedt;Schleswig-Holstein;fernwaerme
53498;Bad Breisig;Rheinland-Pfalz;keine fernwaerme
97769;Bad Brückenau;Bayern;keine fernwaerme
88422;Bad Buchau;Baden-Württemberg;keine fernwaerme
65520;Bad Camberg;Hessen;keine fernwaerme
98663;Bad Colberg-Heldburg;Thüringen;keine fernwaerme
38271;Baddeckenstedt;Niedersachsen;keine fernwaerme
73312;Bad Ditzenbach;Baden-Württemberg;keine fernwaerme
73342;Bad Ditzenbach;Baden-Württemberg;keine fernwaerme
73345;Bad Ditzenbach;Baden-Württemberg;keine fernwaerme
18209;Bad Doberan;Mecklenburg-Vorpommern;fernwaerme
33014;Bad Driburg;Nordrhein-Westfalen;fernwaerme
4849;Bad Düben;Sachsen;fernwaerme
67098;Bad Dürkheim;Rheinland-Pfalz;fernwaerme
6231;Bad Dürrenberg;Sachsen-Anhalt;fernwaerme
78073;Bad Dürrheim;Baden-Württemberg;keine fernwaerme
31707;Bad Eilsen;Niedersachsen;keine fernwaerme
8645;Bad Elster;Sachsen;fernwaerme
54657;Badem;Rheinland-Pfalz;keine fernwaerme
56130;Bad Ems;Rheinland-Pfalz;keine fernwaerme
34308;Bad Emstal;Hessen;keine fernwaerme
76530;Baden-Baden;Baden-Württemberg;fernwaerme
76532;Baden-Baden;Baden-Württemberg;fernwaerme
76534;Baden-Baden;Baden-Württemberg;keine fernwaerme
35080;Bad Endbach;Hessen;keine fernwaerme
23619;Badendorf;Schleswig-Holstein;keine fernwaerme
83093;Bad Endorf;Bayern;fernwaerme
56291;Badenhard;Rheinland-Pfalz;keine fernwaerme
55576;Badenheim;Rheinland-Pfalz;keine fernwaerme
79410;Badenweiler;Baden-Württemberg;keine fernwaerme
49152;Bad Essen;Niedersachsen;keine fernwaerme
29683;Bad Fallingbostel;Niedersachsen;keine fernwaerme
83075;Bad Feilnbach;Bayern;keine fernwaerme
6567;Bad Frankenhausen/Kyffhäuser;Thüringen;fernwaerme
16259;Bad Freienwalde (Oder);Brandenburg;fernwaerme
74177;Bad Friedrichshall;Baden-Württemberg;fernwaerme
94072;Bad Füssing;Bayern;keine fernwaerme
37581;Bad Gandersheim;Niedersachsen;keine fernwaerme
1816;Bad Gottleuba-Berggießhübel;Sachsen;keine fernwaerme
94086;Bad Griesbach i.Rottal;Bayern;keine fernwaerme
87730;Bad Grönenbach;Bayern;keine fernwaerme
37539;Bad Grund;Niedersachsen;keine fernwaerme
38667;Bad Harzburg;Niedersachsen;fernwaerme
83670;Bad Heilbrunn;Bayern;keine fernwaerme
76332;Bad Herrenalb;Baden-Württemberg;keine fernwaerme
36251;Bad Hersfeld;Hessen;fernwaerme
87541;Bad Hindelang;Bayern;fernwaerme
61348;Bad Homburg vor der Höhe;Hessen;keine fernwaerme
61350;Bad Homburg vor der Höhe;Hessen;fernwaerme
61352;Bad Homburg vor der Höhe;Hessen;keine fernwaerme
53604;Bad Honnef;Nordrhein-Westfalen;keine fernwaerme
53547;Bad Hönningen;Rheinland-Pfalz;keine fernwaerme
53557;Bad Hönningen;Rheinland-Pfalz;keine fernwaerme
49186;Bad Iburg;Niedersachsen;keine fernwaerme
34385;Bad Karlshafen;Hessen;keine fernwaerme
97688;Bad Kissingen;Bayern;fernwaerme
23996;Bad Kleinen;Mecklenburg-Vorpommern;keine fernwaerme
7639;Bad Klosterlausnitz;Thüringen;fernwaerme
82433;Bad Kohlgrub;Bayern;keine fernwaerme
64732;Bad König;Hessen;fernwaerme
97631;Bad Königshofen im Grabfeld;Bayern;fernwaerme
7586;Bad Köstritz;Thüringen;keine fernwaerme
93444;Bad Kötzting;Bayern;keine fernwaerme
55543;Bad Kreuznach;Rheinland-Pfalz;fernwaerme
55545;Bad Kreuznach;Rheinland-Pfalz;fernwaerme
55583;Bad Kreuznach;Rheinland-Pfalz;keine fernwaerme
79189;Bad Krozingen;Baden-Württemberg;fernwaerme
57334;Bad Laasphe;Nordrhein-Westfalen;keine fernwaerme
49196;Bad Laer;Niedersachsen;fernwaerme
99947;Bad Langensalza;Thüringen;fernwaerme
4651;Bad Lausick;Sachsen;fernwaerme
37431;Bad Lauterberg;Niedersachsen;keine fernwaerme
36448;Bad Liebenstein;Thüringen;fernwaerme
4895;Bad Liebenwerda;Brandenburg;fernwaerme
4924;Bad Liebenwerda;Brandenburg;keine fernwaerme
4931;Bad Liebenwerda;Brandenburg;keine fernwaerme
75378;Bad Liebenzell;Baden-Württemberg;keine fernwaerme
33175;Bad Lippspringe;Nordrhein-Westfalen;fernwaerme
7356;Bad Lobenstein;Thüringen;fernwaerme
56470;Bad Marienberg (Westerwald);Rheinland-Pfalz;keine fernwaerme
97980;Bad Mergentheim;Baden-Württemberg;fernwaerme
31848;Bad Münder am Deister;Niedersachsen;keine fernwaerme
53902;Bad Münstereifel;Nordrhein-Westfalen;keine fernwaerme
2953;Bad Muskau - Mužakow;Sachsen;keine fernwaerme
61231;Bad Nauheim;Hessen;fernwaerme
31542;Bad Nenndorf;Niedersachsen;keine fernwaerme
53474;Bad Neuenahr-Ahrweiler;Rheinland-Pfalz;fernwaerme
97616;Bad Neustadt an der Saale;Bayern;keine fernwaerme
32545;Bad Oeynhausen;Nordrhein-Westfalen;fernwaerme
32547;Bad Oeynhausen;Nordrhein-Westfalen;keine fernwaerme
32549;Bad Oeynhausen;Nordrhein-Westfalen;keine fernwaerme
23843;Bad Oldesloe;Schleswig-Holstein;fernwaerme
63619;Bad Orb;Hessen;keine fernwaerme
72250;Bad Peterstal-Griesbach;Baden-Württemberg;keine fernwaerme
77740;Bad Peterstal-Griesbach;Baden-Württemberg;keine fernwaerme
31812;Bad Pyrmont;Niedersachsen;keine fernwaerme
74906;Bad Rappenau;Baden-Württemberg;fernwaerme
83435;Bad Reichenhall;Bayern;keine fernwaerme
77776;Bad Rippoldsau-Schapbach;Baden-Württemberg;keine fernwaerme
96476;Bad Rodach;Bayern;keine fernwaerme
49214;Bad Rothenfelde;Niedersachsen;keine fernwaerme
15526;Bad Saarow;Brandenburg;fernwaerme
37441;Bad Sachsa;Niedersachsen;keine fernwaerme
79713;Bad Säckingen;Baden-Württemberg;fernwaerme
31162;Bad Salzdetfurth;Niedersachsen;keine fernwaerme
36364;Bad Salzschlirf;Hessen;keine fernwaerme
32105;Bad Salzuflen;Nordrhein-Westfalen;fernwaerme
32107;Bad Salzuflen;Nordrhein-Westfalen;keine fernwaerme
32108;Bad Salzuflen;Nordrhein-Westfalen;keine fernwaerme
36433;Bad Salzungen;Thüringen;fernwaerme
36460;Bad Salzungen;Thüringen;keine fernwaerme
36469;Bad Salzungen;Thüringen;keine fernwaerme
99819;Bad Salzungen;Thüringen;keine fernwaerme
59505;Bad Sassendorf;Nordrhein-Westfalen;keine fernwaerme
88348;Bad Saulgau;Baden-Württemberg;keine fernwaerme
1814;Bad Schandau;Sachsen;keine fernwaerme
8301;Bad Schlema;Sachsen;fernwaerme
6905;Bad Schmiedeberg;Sachsen-Anhalt;keine fernwaerme
76669;Bad Schönborn;Baden-Württemberg;fernwaerme
88427;Bad Schussenried;Baden-Württemberg;keine fernwaerme
65307;Bad Schwalbach;Hessen;keine fernwaerme
23611;Bad Schwartau;Schleswig-Holstein;fernwaerme
23795;Bad Segeberg;Schleswig-Holstein;fernwaerme
55566;Bad Sobernheim;Rheinland-Pfalz;keine fernwaerme
65812;Bad Soden;Hessen;fernwaerme
63628;Bad Soden-Salmünster;Hessen;keine fernwaerme
37242;Bad Sooden-Allendorf;Hessen;keine fernwaerme
96231;Bad Staffelstein;Bayern;keine fernwaerme
95138;Bad Steben;Bayern;keine fernwaerme
99518;Bad Sulza;Thüringen;keine fernwaerme
18334;Bad Sülze;Mecklenburg-Vorpommern;keine fernwaerme
99891;Bad Tabarz;Thüringen;fernwaerme
75385;Bad Teinach-Zavelstein;Baden-Württemberg;keine fernwaerme
99955;Bad Tennstedt;Thüringen;fernwaerme
83646;Bad Tölz;Bayern;fernwaerme
73337;Bad Überkingen;Baden-Württemberg;keine fernwaerme
72574;Bad Urach;Baden-Württemberg;keine fernwaerme
61118;Bad Vilbel;Hessen;fernwaerme
88339;Bad Waldsee;Baden-Württemberg;keine fernwaerme
83707;Bad Wiessee;Bayern;keine fernwaerme
75323;Bad Wildbad;Baden-Württemberg;keine fernwaerme
34537;Bad Wildungen;Hessen;keine fernwaerme
19336;Bad Wilsnack;Brandenburg;keine fernwaerme
74206;Bad Wimpfen;Baden-Württemberg;keine fernwaerme
91438;Bad Windsheim;Bayern;fernwaerme
86825;Bad Wörishofen;Bayern;fernwaerme
33181;Bad Wünnenberg;Nordrhein-Westfalen;fernwaerme
88410;Bad Wurzach;Baden-Württemberg;keine fernwaerme
34596;Bad Zwesten;Hessen;keine fernwaerme
26160;Bad Zwischenahn;Niedersachsen;keine fernwaerme
52499;Baesweiler;Nordrhein-Westfalen;fernwaerme
79353;Bahlingen;Baden-Württemberg;keine fernwaerme
38459;Bahrdorf;Niedersachsen;keine fernwaerme
27245;Bahrenborstel;Niedersachsen;keine fernwaerme
25569;Bahrenfleth;Schleswig-Holstein;keine fernwaerme
23845;Bahrenhof;Schleswig-Holstein;fernwaerme
1819;Bahretal;Sachsen;keine fernwaerme
88255;Baienfurt;Baden-Württemberg;keine fernwaerme
84171;Baierbach;Bayern;keine fernwaerme
82065;Baierbrunn;Bayern;keine fernwaerme
85625;Baiern;Bayern;fernwaerme
72270;Baiersbronn;Baden-Württemberg;keine fernwaerme
91083;Baiersdorf;Bayern;keine fernwaerme
88255;Baindt;Baden-Württemberg;keine fernwaerme
87650;Baisweil;Bayern;keine fernwaerme
23909;Bäk;Schleswig-Holstein;fernwaerme
49456;Bakum;Niedersachsen;keine fernwaerme
23881;Bälau;Schleswig-Holstein;keine fernwaerme
87538;Balderschwang;Bayern;keine fernwaerme
54314;Baldringen;Rheinland-Pfalz;keine fernwaerme
65558;Balduinstein;Rheinland-Pfalz;keine fernwaerme
54597;Balesfeld;Rheinland-Pfalz;keine fernwaerme
31609;Balge;Niedersachsen;keine fernwaerme
78582;Balgheim;Baden-Württemberg;keine fernwaerme
6632;Balgstädt;Sachsen-Anhalt;fernwaerme
72336;Balingen;Baden-Württemberg;keine fernwaerme
21730;Balje;Niedersachsen;keine fernwaerme
89177;Ballendorf;Baden-Württemberg;keine fernwaerme
6493;Ballenstedt;Sachsen-Anhalt;fernwaerme
99955;Ballhausen;Thüringen;fernwaerme
79282;Ballrechten-Dottingen;Baden-Württemberg;keine fernwaerme
99869;Ballstädt;Thüringen;fernwaerme
99439;Ballstedt;Thüringen;keine fernwaerme
19300;Balow;Mecklenburg-Vorpommern;fernwaerme
73666;Baltmannsweiler;Baden-Württemberg;keine fernwaerme
26579;Baltrum;Niedersachsen;keine fernwaerme
58802;Balve;Nordrhein-Westfalen;keine fernwaerme
86483;Balzhausen;Bayern;keine fernwaerme
88481;Balzheim;Baden-Württemberg;keine fernwaerme
96047;Bamberg;Bayern;fernwaerme
96049;Bamberg;Bayern;fernwaerme
96050;Bamberg;Bayern;fernwaerme
96052;Bamberg;Bayern;fernwaerme
69245;Bammental;Baden-Württemberg;keine fernwaerme
17506;Bandelin;Mecklenburg-Vorpommern;fernwaerme
19230;Bandenitz;Mecklenburg-Vorpommern;fernwaerme
66851;Bann;Rheinland-Pfalz;keine fernwaerme
56424;Bannberscheid;Rheinland-Pfalz;keine fernwaerme
1728;Bannewitz;Sachsen;fernwaerme
19079;Banzkow;Mecklenburg-Vorpommern;keine fernwaerme
76889;Barbelroth;Rheinland-Pfalz;fernwaerme
93092;Barbing;Bayern;fernwaerme
39240;Barby;Sachsen-Anhalt;fernwaerme
39249;Barby;Sachsen-Anhalt;fernwaerme
36456;Barchfeld-Immelborn;Thüringen;keine fernwaerme
21357;Bardowick;Niedersachsen;keine fernwaerme
55483;Bärenbach;Rheinland-Pfalz;keine fernwaerme
55758;Bärenbach;Rheinland-Pfalz;keine fernwaerme
27245;Barenburg;Niedersachsen;keine fernwaerme
21397;Barendorf;Niedersachsen;keine fernwaerme
9471;Bärenstein;Sachsen;keine fernwaerme
78580;Bärenthal;Baden-Württemberg;keine fernwaerme
25704;Bargenstedt;Schleswig-Holstein;keine fernwaerme
23863;Bargfeld-Stegen;Schleswig-Holstein;fernwaerme
17398;Bargischow;Mecklenburg-Vorpommern;keine fernwaerme
24806;Bargstall;Schleswig-Holstein;keine fernwaerme
21698;Bargstedt;Niedersachsen;keine fernwaerme
24793;Bargstedt;Schleswig-Holstein;keine fernwaerme
22941;Bargteheide;Schleswig-Holstein;fernwaerme
25842;Bargum;Schleswig-Holstein;keine fernwaerme
23826;Bark;Schleswig-Holstein;keine fernwaerme
24360;Barkelsby;Schleswig-Holstein;fernwaerme
25791;Barkenholm;Schleswig-Holstein;keine fernwaerme
19395;Barkhagen;Mecklenburg-Vorpommern;keine fernwaerme
39179;Barleben;Sachsen-Anhalt;fernwaerme
25719;Barlt;Schleswig-Holstein;keine fernwaerme
24245;Barmissen;Schleswig-Holstein;keine fernwaerme
25355;Barmstedt;Schleswig-Holstein;keine fernwaerme
95671;Bärnau;Bayern;keine fernwaerme
23968;Barnekow;Mecklenburg-Vorpommern;fernwaerme
19089;Barnin;Mecklenburg-Vorpommern;fernwaerme
23858;Barnitz;Schleswig-Holstein;fernwaerme
6268;Barnstädt;Sachsen-Anhalt;fernwaerme
21406;Barnstedt;Niedersachsen;keine fernwaerme
49406;Barnstorf;Niedersachsen;keine fernwaerme
32683;Barntrup;Nordrhein-Westfalen;keine fernwaerme
24217;Barsbek;Schleswig-Holstein;fernwaerme
22885;Barsbüttel;Schleswig-Holstein;fernwaerme
30890;Barsinghausen;Niedersachsen;fernwaerme
26676;Barßel;Niedersachsen;keine fernwaerme
18209;Bartenshagen-Parkentin;Mecklenburg-Vorpommern;fernwaerme
18356;Barth;Mecklenburg-Vorpommern;fernwaerme
73566;Bartholomä;Baden-Württemberg;fernwaerme
17089;Bartow;Mecklenburg-Vorpommern;keine fernwaerme
29576;Barum;Niedersachsen;keine fernwaerme
21357;Barum;Niedersachsen;keine fernwaerme
15837;Baruth/Mark;Brandenburg;keine fernwaerme
49453;Barver;Niedersachsen;keine fernwaerme
38476;Barwedel;Niedersachsen;keine fernwaerme
53534;Barweiler;Rheinland-Pfalz;keine fernwaerme
55606;Bärweiler;Rheinland-Pfalz;keine fernwaerme
54578;Basberg;Rheinland-Pfalz;keine fernwaerme
27432;Basdahl;Niedersachsen;keine fernwaerme
17139;Basedow;Mecklenburg-Vorpommern;fernwaerme
21483;Basedow;Schleswig-Holstein;keine fernwaerme
56220;Bassenheim;Rheinland-Pfalz;keine fernwaerme
27211;Bassum;Niedersachsen;keine fernwaerme
97654;Bastheim;Bayern;keine fernwaerme
21493;Basthorst;Schleswig-Holstein;fernwaerme
18230;Bastorf;Mecklenburg-Vorpommern;keine fernwaerme
35088;Battenberg;Hessen;keine fernwaerme
67271;Battenberg (Pfalz);Rheinland-Pfalz;keine fernwaerme
66484;Battweiler;Rheinland-Pfalz;keine fernwaerme
91460;Baudenbach;Bayern;keine fernwaerme
53534;Bauler;Rheinland-Pfalz;keine fernwaerme
54673;Bauler;Rheinland-Pfalz;keine fernwaerme
18246;Baumgarten;Mecklenburg-Vorpommern;fernwaerme
18249;Baumgarten;Mecklenburg-Vorpommern;keine fernwaerme
55774;Baumholder;Rheinland-Pfalz;keine fernwaerme
96148;Baunach;Bayern;keine fernwaerme
34225;Baunatal;Hessen;fernwaerme
54538;Bausendorf;Rheinland-Pfalz;keine fernwaerme
54636;Baustert;Rheinland-Pfalz;fernwaerme
2625;Bautzen - Budyšin;Sachsen;fernwaerme
49844;Bawinkel;Niedersachsen;keine fernwaerme
94137;Bayerbach;Bayern;keine fernwaerme
84092;Bayerbach b. Ergoldsbach;Bayern;keine fernwaerme
67808;Bayerfeld-Steckweiler;Rheinland-Pfalz;keine fernwaerme
67822;Bayerfeld-Steckweiler;Rheinland-Pfalz;keine fernwaerme
94252;Bayerisch Eisenstein;Bayern;keine fernwaerme
83457;Bayerisch Gmain;Bayern;fernwaerme
95444;Bayreuth;Bayern;fernwaerme
95445;Bayreuth;Bayern;fernwaerme
95447;Bayreuth;Bayern;fernwaerme
95448;Bayreuth;Bayern;fernwaerme
83735;Bayrischzell;Bayern;keine fernwaerme
23816;Bebensee;Schleswig-Holstein;keine fernwaerme
36179;Bebra;Hessen;keine fernwaerme
56132;Becheln;Rheinland-Pfalz;keine fernwaerme
55234;Bechenheim;Rheinland-Pfalz;keine fernwaerme
67827;Becherbach;Rheinland-Pfalz;keine fernwaerme
55608;Becherbach bei Kirn;Rheinland-Pfalz;keine fernwaerme
91572;Bechhofen;Bayern;keine fernwaerme
66894;Bechhofen;Rheinland-Pfalz;keine fernwaerme
7426;Bechstedt;Thüringen;keine fernwaerme
99428;Bechstedtstraß;Thüringen;fernwaerme
67595;Bechtheim;Rheinland-Pfalz;keine fernwaerme
55234;Bechtolsheim;Rheinland-Pfalz;keine fernwaerme
92699;Bechtsrieth;Bayern;keine fernwaerme
21643;Beckdorf;Niedersachsen;keine fernwaerme
31699;Beckedorf;Niedersachsen;keine fernwaerme
27243;Beckeln;Niedersachsen;keine fernwaerme
66701;Beckingen;Saarland;keine fernwaerme
59269;Beckum;Nordrhein-Westfalen;fernwaerme
50181;Bedburg;Nordrhein-Westfalen;keine fernwaerme
47551;Bedburg-Hau;Nordrhein-Westfalen;keine fernwaerme
66885;Bedesbach;Rheinland-Pfalz;keine fernwaerme
29355;Beedenbostel;Niedersachsen;keine fernwaerme
48361;Beelen;Nordrhein-Westfalen;keine fernwaerme
14547;Beelitz;Brandenburg;fernwaerme
39343;Beendorf;Sachsen-Anhalt;keine fernwaerme
15848;Beeskow;Brandenburg;fernwaerme
49832;Beesten;Niedersachsen;keine fernwaerme
38489;Beetzendorf;Sachsen-Anhalt;keine fernwaerme
14778;Beetzsee;Brandenburg;fernwaerme
14778;Beetzseeheide;Brandenburg;fernwaerme
17111;Beggerow;Mecklenburg-Vorpommern;keine fernwaerme
23919;Behlendorf;Schleswig-Holstein;keine fernwaerme
25850;Behrendorf;Schleswig-Holstein;keine fernwaerme
17498;Behrenhoff;Mecklenburg-Vorpommern;fernwaerme
17179;Behren-Lübchin;Mecklenburg-Vorpommern;fernwaerme
24321;Behrensdorf;Schleswig-Holstein;fernwaerme
99625;Beichlingen;Thüringen;keine fernwaerme
25573;Beidenfleth;Schleswig-Holstein;keine fernwaerme
2736;Beiersdorf;Sachsen;keine fernwaerme
16259;Beiersdorf-Freudenberg;Brandenburg;fernwaerme
38382;Beierstedt;Niedersachsen;keine fernwaerme
54662;Beilingen;Rheinland-Pfalz;keine fernwaerme
92339;Beilngries;Bayern;keine fernwaerme
4886;Beilrode;Sachsen;keine fernwaerme
71543;Beilstein;Baden-Württemberg;keine fernwaerme
71717;Beilstein;Baden-Württemberg;keine fernwaerme
56814;Beilstein;Rheinland-Pfalz;keine fernwaerme
89179;Beimerstetten;Baden-Württemberg;keine fernwaerme
67259;Beindersheim;Rheinland-Pfalz;keine fernwaerme
98660;Beinerstadt;Thüringen;keine fernwaerme
54552;Beinhausen;Rheinland-Pfalz;keine fernwaerme
25554;Bekdorf;Schleswig-Holstein;keine fernwaerme
25524;Bekmünde;Schleswig-Holstein;fernwaerme
54340;Bekond;Rheinland-Pfalz;keine fernwaerme
24601;Belau;Schleswig-Holstein;keine fernwaerme
25557;Beldorf;Schleswig-Holstein;keine fernwaerme
25767;Beldorf;Schleswig-Holstein;fernwaerme
56858;Belg;Rheinland-Pfalz;keine fernwaerme
4874;Belgern-Schildau;Sachsen;keine fernwaerme
4889;Belgern-Schildau;Sachsen;fernwaerme
4683;Belgershain;Sachsen;fernwaerme
55469;Belgweiler;Rheinland-Pfalz;keine fernwaerme
56745;Bell;Rheinland-Pfalz;keine fernwaerme
89287;Bellenberg;Bayern;keine fernwaerme
76756;Bellheim;Rheinland-Pfalz;fernwaerme
56288;Bell (Hunsrück);Rheinland-Pfalz;keine fernwaerme
56459;Bellingen;Rheinland-Pfalz;keine fernwaerme
99713;Bellstedt;Thüringen;keine fernwaerme
49191;Belm;Niedersachsen;fernwaerme
98617;Belrieth;Thüringen;fernwaerme
19230;Belsch;Mecklenburg-Vorpommern;fernwaerme
56290;Beltheim;Rheinland-Pfalz;keine fernwaerme
21785;Belum;Niedersachsen;keine fernwaerme
72658;Bempflingen;Baden-Württemberg;keine fernwaerme
21227;Bendestorf;Niedersachsen;keine fernwaerme
24217;Bendfeld;Schleswig-Holstein;fernwaerme
56170;Bendorf;Rheinland-Pfalz;keine fernwaerme
25557;Bendorf;Schleswig-Holstein;keine fernwaerme
83671;Benediktbeuern;Bayern;keine fernwaerme
54538;Bengel;Rheinland-Pfalz;keine fernwaerme
19258;Bengerstorf;Mecklenburg-Vorpommern;fernwaerme
18258;Benitz;Mecklenburg-Vorpommern;keine fernwaerme
6308;Benndorf;Sachsen-Anhalt;fernwaerme
4828;Bennewitz;Sachsen;keine fernwaerme
67808;Bennhausen;Rheinland-Pfalz;keine fernwaerme
87734;Benningen;Bayern;keine fernwaerme
71726;Benningen am Neckar;Baden-Württemberg;keine fernwaerme
14789;Bensdorf;Brandenburg;keine fernwaerme
98554;Benshausen;Thüringen;keine fernwaerme
64625;Bensheim;Hessen;fernwaerme
18182;Bentwisch;Mecklenburg-Vorpommern;fernwaerme
17129;Bentzin;Mecklenburg-Vorpommern;fernwaerme
17429;Benz;Mecklenburg-Vorpommern;keine fernwaerme
23970;Benz;Mecklenburg-Vorpommern;fernwaerme
55494;Benzweiler;Rheinland-Pfalz;fernwaerme
93176;Beratzhausen;Bayern;keine fernwaerme
92334;Berching;Bayern;keine fernwaerme
83471;Berchtesgaden;Bayern;fernwaerme
56769;Bereborn;Rheinland-Pfalz;keine fernwaerme
56766;Berenbach;Rheinland-Pfalz;keine fernwaerme
56357;Berg;Rheinland-Pfalz;keine fernwaerme
82335;Berg;Bayern;fernwaerme
95180;Berg;Bayern;keine fernwaerme
53505;Berg;Rheinland-Pfalz;keine fernwaerme
88276;Berg;Baden-Württemberg;fernwaerme
6536;Berga;Sachsen-Anhalt;keine fernwaerme
7980;Berga/Elster;Thüringen;keine fernwaerme
88368;Bergatreute;Baden-Württemberg;keine fernwaerme
92348;Berg b.Neumarkt i.d.OPf.;Bayern;keine fernwaerme
19348;Berge;Brandenburg;fernwaerme
49626;Berge;Niedersachsen;keine fernwaerme
8239;Bergen;Sachsen;fernwaerme
83346;Bergen;Bayern;fernwaerme
91790;Bergen;Bayern;keine fernwaerme
55608;Bergen;Rheinland-Pfalz;keine fernwaerme
29303;Bergen;Niedersachsen;fernwaerme
29468;Bergen an der Dumme;Niedersachsen;keine fernwaerme
18528;Bergen auf Rügen;Mecklenburg-Vorpommern;fernwaerme
55469;Bergenhausen;Rheinland-Pfalz;keine fernwaerme
24861;Bergenhusen;Schleswig-Holstein;keine fernwaerme
25779;Bergewöhrden;Schleswig-Holstein;keine fernwaerme
38467;Bergfeld;Niedersachsen;keine fernwaerme
77791;Berghaupten;Baden-Württemberg;keine fernwaerme
56368;Berghausen;Rheinland-Pfalz;keine fernwaerme
50126;Bergheim;Nordrhein-Westfalen;fernwaerme
50127;Bergheim;Nordrhein-Westfalen;keine fernwaerme
50129;Bergheim;Nordrhein-Westfalen;keine fernwaerme
86673;Bergheim;Bayern;keine fernwaerme
17321;Bergholz;Mecklenburg-Vorpommern;keine fernwaerme
89180;Berghülen;Baden-Württemberg;keine fernwaerme
86562;Berg im Gau;Bayern;keine fernwaerme
51427;Bergisch Gladbach;Nordrhein-Westfalen;fernwaerme
51429;Bergisch Gladbach;Nordrhein-Westfalen;fernwaerme
51465;Bergisch Gladbach;Nordrhein-Westfalen;keine fernwaerme
51467;Bergisch Gladbach;Nordrhein-Westfalen;keine fernwaerme
51469;Bergisch Gladbach;Nordrhein-Westfalen;fernwaerme
59192;Bergkamen;Nordrhein-Westfalen;fernwaerme
85232;Bergkirchen;Bayern;keine fernwaerme
55776;Berglangenbach;Rheinland-Pfalz;keine fernwaerme
73663;Berglen;Baden-Württemberg;keine fernwaerme
85459;Berglern;Bayern;keine fernwaerme
54426;Berglicht;Rheinland-Pfalz;keine fernwaerme
51702;Bergneustadt;Nordrhein-Westfalen;keine fernwaerme
76768;Berg (Pfalz);Rheinland-Pfalz;keine fernwaerme
97493;Bergrheinfeld;Bayern;keine fernwaerme
97241;Bergtheim;Bayern;keine fernwaerme
54518;Bergweiler;Rheinland-Pfalz;keine fernwaerme
25575;Beringstedt;Schleswig-Holstein;keine fernwaerme
37297;Berkatal;Hessen;keine fernwaerme
99826;Berka vor dem Hainich;Thüringen;keine fernwaerme
99837;Berka/Werra;Thüringen;keine fernwaerme
15518;Berkenbrück;Brandenburg;keine fernwaerme
23919;Berkenthin;Schleswig-Holstein;keine fernwaerme
88450;Berkheim;Baden-Württemberg;fernwaerme
16306;Berkholz-Meyenburg;Brandenburg;keine fernwaerme
54673;Berkoth;Rheinland-Pfalz;keine fernwaerme
10115;Berlin;Berlin;fernwaerme
10117;Berlin;Berlin;fernwaerme
10119;Berlin;Berlin;fernwaerme
10178;Berlin;Berlin;fernwaerme
10179;Berlin;Berlin;fernwaerme
10243;Berlin;Berlin;fernwaerme
10245;Berlin;Berlin;fernwaerme
10247;Berlin;Berlin;fernwaerme
10249;Berlin;Berlin;fernwaerme
